RF strength (dB),Time (HH:MM:SS),Point 0: latitude (deg),Point 0: longitude (deg),Point 0: aircraft (number),Point 0: sunrise (HH:MM:SS),Point 0: sunset (HH:MM:SS),Point 0: altitude (deg),Point 0: azimuth (deg),Point 0: temperature (deg C),Point 0: pressure (mb),Point 0: wind (m/s),Point 0: rain (mm/h),Point 0: humidity (percentage),Point 1: latitude (deg),Point 1: longitude (deg),Point 1: aircraft (number),Point 1: sunrise (HH:MM:SS),Point 1: sunset (HH:MM:SS),Point 1: altitude (deg),Point 1: azimuth (deg),Point 1: temperature (deg C),Point 1: pressure (mb),Point 1: wind (m/s),Point 1: rain (mm/h),Point 1: humidity (percentage),Point 2: latitude (deg),Point 2: longitude (deg),Point 2: aircraft (number),Point 2: sunrise (HH:MM:SS),Point 2: sunset (HH:MM:SS),Point 2: altitude (deg),Point 2: azimuth (deg),Point 2: temperature (deg C),Point 2: pressure (mb),Point 2: wind (m/s),Point 2: rain (mm/h),Point 2: humidity (percentage),Point 3: latitude (deg),Point 3: longitude (deg),Point 3: aircraft (number),Point 3: sunrise (HH:MM:SS),Point 3: sunset (HH:MM:SS),Point 3: altitude (deg),Point 3: azimuth (deg),Point 3: temperature (deg C),Point 3: pressure (mb),Point 3: wind (m/s),Point 3: rain (mm/h),Point 3: humidity (percentage),Point 4: latitude (deg),Point 4: longitude (deg),Point 4: aircraft (number),Point 4: sunrise (HH:MM:SS),Point 4: sunset (HH:MM:SS),Point 4: altitude (deg),Point 4: azimuth (deg),Point 4: temperature (deg C),Point 4: pressure (mb),Point 4: wind (m/s),Point 4: rain (mm/h),Point 4: humidity (percentage)
-54.3,00:13:52,30.0923,32.0923,3,02:49:59,16:57:44,28.092031851339275,77.79042027704838,22.67,1011,4.25,0,20,31.0923,33.0923,0,02:49:59,16:57:44,28.098524678600427,77.79352034688094,22.67,1011,4.25,0,20,32.0923,34.0923,8,02:49:59,16:57:44,28.10517259947685,77.79669441265776,22.67,1011,4.25,0,20,33.0923,35.0923,3,02:49:59,16:57:44,28.111767751549593,77.79984322878465,22.67,1011,4.25,0,20,34.0923,36.0923,1,02:49:59,16:57:44,28.118517998907805,77.80306603754087,22.67,1011,4.25,0,20
